의도,문장,답변,연령대,성별,지역,인원수,월,음식종류,구매주기,상품목록,계절,연령대,성별,지역,인원수,월,음식종류,구매주기,상품목록,계절
추천,밀키트에서 무엇이 좋을까?,"이용자에서 인기있는 메뉴로 ‘[풀무원] 노엣지피자 코리안 BBQ’, ‘[켈로그] 콘푸로스트 시리얼바 (35g*4개입)’, ‘[쌉 : SAAP] 똠얌 국수 클래식 2인분’를 추천드려요.",,,,,,밀키트,,"[풀무원] 노엣지피자 코리안 BBQ, [켈로그] 콘푸로스트 시리얼바 (35g*4개입), [쌉 : SAAP] 똠얌 국수 클래식 2인분",,,,,,,밀키트,,,
추천,서울에서 인기 있는 메뉴는?,"서울에서는 ‘[geez : 지즈] 속이 꽉 찬 브리또 6종 2개입 (택1)’, ‘[풀무원] 생면식감 매운맛 4입’, ‘[스윗밸런스] 샐러드랩 샌드위치 7종 (택1)’가 만족도가 높아요.",,,서울,,,,,"[geez : 지즈] 속이 꽉 찬 브리또 6종 2개입 (택1), [풀무원] 생면식감 매운맛 4입, [스윗밸런스] 샐러드랩 샌드위치 7종 (택1)",,,,서울,,,,,,
추천,수도권에서 잘 팔리는 상품은?,"수도권 고객님들께 ‘[비비고] 든든 한섬만두 384gx2개입’, ‘[세이면] 골뱅이 가득 비빔소면’, ‘[간판없는집] 떡듬뿍 꽈리 소갈비찜’를 추천합니다.",,,,,,,,"[비비고] 든든 한섬만두 384gx2개입, [세이면] 골뱅이 가득 비빔소면, [간판없는집] 떡듬뿍 꽈리 소갈비찜",,,,,,,,,,
추천,울산에서 무엇이 좋을까?,"울산에서는 최근 ‘[그로서리서울] 찰보리 흑미 곤약밥 (4개입)’, ‘[마켓오네이처] 오! 그래놀라 오트 2종 (택1)’, ‘[일상식탁] 우삼겹 숙주볶음’가 인기 급상승 중입니다.",,,울산,,,,,"[그로서리서울] 찰보리 흑미 곤약밥 (4개입), [마켓오네이처] 오! 그래놀라 오트 2종 (택1), [일상식탁] 우삼겹 숙주볶음",,,,울산,,,,,,
추천,3월에서 추천해줘,"다양하게 즐기고 싶다면 3월에서 ‘[삼양] 불닭 납작당면 2종 (택1)’, ‘[동원] 퀴진 크리스피핫도그 400g(80gX5개입)’, ‘[비비고] 언양식바싹불고기 460g’ 메뉴를 추천해요!",,,,,3월,,,"[삼양] 불닭 납작당면 2종 (택1), [동원] 퀴진 크리스피핫도그 400g(80gX5개입), [비비고] 언양식바싹불고기 460g",,,,,,3월,,,,
추천,5월에서 무엇이 좋을까?,"5월에서 트렌디하게 즐기는 메뉴로 ‘[쉐푸드] 참치마요 삼각김밥 (냉동/3개입)’, ‘[리치] 플랫브레드’, ‘[마이셰프] 순살 닭볶음탕’를 추천합니다.",,,,,5월,,,"[쉐푸드] 참치마요 삼각김밥 (냉동/3개입), [리치] 플랫브레드, [마이셰프] 순살 닭볶음탕",,,,,,5월,,,,
추천,아침에서 잘 팔리는 상품은?,"아침에서는 최근 ‘[스웰리] 더블에그탑 샌드위치 (2입)’, ‘[땡스오트] 리얼 그래놀라 3종 (택1)’, ‘[쉐푸드] 간편 샌드위치 5종’가 인기 급상승 중입니다.",,,,,,,,"[스웰리] 더블에그탑 샌드위치 (2입), [땡스오트] 리얼 그래놀라 3종 (택1), [쉐푸드] 간편 샌드위치 5종",,,,,,,,,,
추천,50대에서 추천해줘,"요즘 50대에서 많이 찾는 메뉴는 ‘[김구원선생] 들깨 버섯 순두부’, ‘[온하루] 여름채소 냉채’, ‘[The미식] 춘천 닭갈비 볶음밥 2인분 210g*2개입’입니다.",50대,,,,,,,"[김구원선생] 들깨 버섯 순두부, [온하루] 여름채소 냉채, [The미식] 춘천 닭갈비 볶음밥 2인분 210g*2개입",,50대,,,,,,,,
추천,7월에서 인기 있는 메뉴는?,"7월에서 인기있는 메뉴로 ‘[풀무원] 가쓰오 메밀소바 2인분’, ‘[군산오징어] 오징어삼겹볶음밥 4입’, ‘[풀무원] 식물성 지구식단 동글떡볶이 2인분’를 추천드려요.",,,,,7월,,,"[풀무원] 가쓰오 메밀소바 2인분, [군산오징어] 오징어삼겹볶음밥 4입, [풀무원] 식물성 지구식단 동글떡볶이 2인분",,,,,,7월,,,,
추천,충북에서 잘 팔리는 상품은?,"충북에서는 최근 ‘[오뚜기] 오즈키친 핫크리스피치킨 500G’, ‘[풀무원] 고소한 유부초밥’, ‘[풀무원] 생면식감 직화짜장 4입’가 인기 급상승 중입니다.",,,충북,,,,,"[오뚜기] 오즈키친 핫크리스피치킨 500G, [풀무원] 고소한 유부초밥, [풀무원] 생면식감 직화짜장 4입",,,,충북,,,,,,
추천,대전에서 인기 있는 메뉴는?,"대전에서 요즘 가장 많이 찾는 메뉴는 ‘[포스트] 컵시리얼 3종 골라담기 (택3)’, ‘[성수동 분식] 기계 우동 2인분’, ‘[My little recipe] 안동에서 올라온 전통찜닭 대용량 (3~4인용)’예요.",,,대전,,,,,"[포스트] 컵시리얼 3종 골라담기 (택3), [성수동 분식] 기계 우동 2인분, [My little recipe] 안동에서 올라온 전통찜닭 대용량 (3~4인용)",,,,대전,,,,,,
추천,건강에서 무엇이 좋을까?,"이용자에서는 ‘[멜팅피스] 모둠튀김 400g’, ‘[풀무원] 소고기 버섯 비빔밥 2인분’, ‘[웬떡] 오곡찰밥’가 만족도가 높아요.",,,,,,,,"[멜팅피스] 모둠튀김 400g, [풀무원] 소고기 버섯 비빔밥 2인분, [웬떡] 오곡찰밥",,,,,,,,,,
트렌드,6월 특징이 있나요?,"6월에서는 즉석조리, 간편식 선호도가 상승세예요.",,,,,6월,,,,,,,,,6월,,,,
추천,대전에서 무엇이 좋을까?,"대전에서는 ‘[청정원] 알프레도 크림 파스타’, ‘[푸드어셈블] K-투움바 파스타 밀키트 (2인)’, ‘[비비고] 언양식바싹불고기 460g’가 만족도가 높아요.",,,대전,,,,,"[청정원] 알프레도 크림 파스타, [푸드어셈블] K-투움바 파스타 밀키트 (2인), [비비고] 언양식바싹불고기 460g",,,,대전,,,,,,
추천,강원에서 무엇이 좋을까?,"강원에서 인기있는 메뉴로 ‘[멜팅피스] 야끼만두 590g’, ‘[부침명장]새우전140g’, ‘[Picard] 올리브오일을 더한 으깬 감자’를 추천드려요.",,,강원,,,,,"[멜팅피스] 야끼만두 590g, [부침명장]새우전140g, [Picard] 올리브오일을 더한 으깬 감자",,,,강원,,,,,,
추천,충남에서 무엇이 좋을까?,"충남에서 인기있는 메뉴로 ‘[23성화루] 마늘쫑면’, ‘[오마뎅] 진짜 부산 떡볶이 322g’, ‘[창화당] 중국식 육즙 군만두’를 추천드려요.",,,충남,,,,,"[23성화루] 마늘쫑면, [오마뎅] 진짜 부산 떡볶이 322g, [창화당] 중국식 육즙 군만두",,,,충남,,,,,,
추천,60대에서 인기 있는 메뉴는?,"‘[도쿄하나] 우나기동 (장어덮밥)’, ‘[켈로그] 콘푸레이크 시리얼 530g’, ‘[포스트] 단백질바 150g’ 메뉴가 60대에서 많은 사랑을 받고 있어요.",60대,,,,,,,"[도쿄하나] 우나기동 (장어덮밥), [켈로그] 콘푸레이크 시리얼 530g, [포스트] 단백질바 150g",,60대,,,,,,,,
추천,대경권에서 잘 팔리는 상품은?,"대경권 고객님들께 ‘[부산 상국이네] 떡볶이 (2~3인분)’, ‘[김구원선생] 한우 된장 순두부찌개’, ‘[네이쳐패스] 초코침스’를 추천합니다.",,,,,,,,"[부산 상국이네] 떡볶이 (2~3인분), [김구원선생] 한우 된장 순두부찌개, [네이쳐패스] 초코침스",,,,,,,,,,
추천,다이어트에서 인기 있는 메뉴는?,"다이어트에서 인기있는 메뉴로 ‘[아침먹고가] 도시락 6종 (2개입) (택1)’, ‘[포스트] 그래놀라 블루베리 500g’, ‘[청정원] 그레인보우 저당 도시락 4종 (택1)’를 추천드려요.",,,,,,,,"[아침먹고가] 도시락 6종 (2개입) (택1), [포스트] 그래놀라 블루베리 500g, [청정원] 그레인보우 저당 도시락 4종 (택1)",,,,,,,,,,
트렌드,간편식 특징이 있나요?,이용자에서는 외식 대신 집에서 간편하게 즐길 수 있는 상품들이 큰 인기를 끌고 있습니다.,,,,,,간편식,,,,,,,,,간편식,,,
추천,5인 이상에서 무엇이 좋을까?,"5인 이상에서 요즘 자주 찾는 메뉴는 ‘[광화문 미진] 메밀 고기 손만두’, ‘[베키아에누보] 에그베이컨 크루아상 샌드위치 (3입)’, ‘[멜팅피스] 체다할라피뇨 핫도그 360g (60gX6개입)’입니다.",,,,5인 이상,,,,"[광화문 미진] 메밀 고기 손만두, [베키아에누보] 에그베이컨 크루아상 샌드위치 (3입), [멜팅피스] 체다할라피뇨 핫도그 360g (60gX6개입)",,,,,5인 이상,,,,,
추천,서울에서 무엇이 좋을까?,"서울에서 ‘[푸드렐라] 치킨텐더 2종’, ‘[동원] 딤섬 부추창펀 (390gX2봉)’, ‘[조이풀메이드] 추억의 쌀 떡강정 2종(조청/매콤소스 포함) (택1)’ 메뉴가 특히 인기가 많아요.",,,서울,,,,,"[푸드렐라] 치킨텐더 2종, [동원] 딤섬 부추창펀 (390gX2봉), [조이풀메이드] 추억의 쌀 떡강정 2종(조청/매콤소스 포함) (택1)",,,,서울,,,,,,
추천,6월에서 무엇이 좋을까?,"6월에서는 ‘전통 시장 물떡 (2팩 묶음)’, ‘[풀무원] 아티장 파스타 3종 (택1)’, ‘[붓처스컷] 뉴욕스트립 스테이크’가 꾸준히 인기예요.",,,,,6월,,,"전통 시장 물떡 (2팩 묶음), [풀무원] 아티장 파스타 3종 (택1), [붓처스컷] 뉴욕스트립 스테이크",,,,,,6월,,,,
트렌드,1인 특징이 있나요?,"1인에서 간편식, 밀키트의 수요가 점점 늘어나는 추세예요.",,,,1인,,,,,,,,,1인,,,,,
추천,제주에서 잘 팔리는 상품은?,"제주에서 ‘[그로서리서울] 배부른 병아리콩 곤약밥(4개입)’, ‘[Picard] 토마토&모짜렐라 뇨끼’, ‘[풀무원] 육향가득 물냉면 (2인분)’ 메뉴가 특히 인기가 많아요.",,,제주,,,,,"[그로서리서울] 배부른 병아리콩 곤약밥(4개입), [Picard] 토마토&모짜렐라 뇨끼, [풀무원] 육향가득 물냉면 (2인분)",,,,제주,,,,,,
추천,세종에서 잘 팔리는 상품은?,"세종에서는 ‘[서울마님] 간편 떡구이 (2개입/4개입) 6종 (택1)’, ‘[집으로 ON] 팔선생 볶음밥 3종 (택1)’, ‘[홍신애] 인기 평양 면류 3종 (택1)’가 만족도가 높아요.",,,세종,,,,,"[서울마님] 간편 떡구이 (2개입/4개입) 6종 (택1), [집으로 ON] 팔선생 볶음밥 3종 (택1), [홍신애] 인기 평양 면류 3종 (택1)",,,,세종,,,,,,
추천,경북에서 인기 있는 메뉴는?,"경북에서 인기 TOP3 메뉴로 ‘[금미옥] 국물 떡볶이 (2개입)’, ‘[그로서리서울] 잘지은 곤약 현미밥 (110g X 5입)’, ‘[라이틀리] 곤약즉석밥 현미퀴노아 150g*10개’를 추천합니다.",,,경북,,,,,"[금미옥] 국물 떡볶이 (2개입), [그로서리서울] 잘지은 곤약 현미밥 (110g X 5입), [라이틀리] 곤약즉석밥 현미퀴노아 150g*10개",,,,경북,,,,,,
추천,인천에서 잘 팔리는 상품은?,"인천에서 먹기 좋은 메뉴로는 ‘[오뚜기] UNO 사각피자 4종 (택4)’, ‘[쉐프스토리] 뉴욕 핫도그 (오리지널 & 미트칠리)’, ‘[온더고] 간편 고기 도시락 3종 (택1)’가 있습니다.",,,인천,,,,,"[오뚜기] UNO 사각피자 4종 (택4), [쉐프스토리] 뉴욕 핫도그 (오리지널 & 미트칠리), [온더고] 간편 고기 도시락 3종 (택1)",,,,인천,,,,,,
추천,프리미엄에서 인기 있는 메뉴는?,"프리미엄에서 요즘 가장 많이 찾는 메뉴는 ‘[김구원선생] 한우 된장 순두부찌개’, ‘[부침명장] 프리미엄 고기부추전 300g’, ‘[설성목장] 한우교자만두 360g’예요.",,,,,,,,"[김구원선생] 한우 된장 순두부찌개, [부침명장] 프리미엄 고기부추전 300g, [설성목장] 한우교자만두 360g",,,,,,,,,,
추천,4월에서 인기 있는 메뉴는?,"4월에서 트렌디하게 즐기는 메뉴로 ‘[자연담은] 누룽지 1kg (국내산)’, ‘[사리원] 소불고기 전골’, ‘[라이틀리] 곤약김밥 5종 (택1)’를 추천합니다.",,,,,4월,,,"[자연담은] 누룽지 1kg (국내산), [사리원] 소불고기 전골, [라이틀리] 곤약김밥 5종 (택1)",,,,,,4월,,,,
추천,7월에서 무엇이 좋을까?,"‘[포스트] 코코볼 시리얼 570g’, ‘[웬떡] 오곡찰밥’, ‘[풀무원] 김치손만두 500g*2’ 메뉴가 7월에서 많은 사랑을 받고 있어요.",,,,,7월,,,"[포스트] 코코볼 시리얼 570g, [웬떡] 오곡찰밥, [풀무원] 김치손만두 500g*2",,,,,,7월,,,,
추천,7월에서 잘 팔리는 상품은?,"요즘 7월에서 많이 찾는 메뉴는 ‘[낭만어시장] 땡초 넣은 모듬 조개탕’, ‘[고래주방] 동글동글 모양 떡볶이’, ‘[치즈룸x테이스팅룸] 트러플 치즈 파케리 파스타 & 전복 솥밥 리조또 (택 1)’입니다.",,,,,7월,,,"[낭만어시장] 땡초 넣은 모듬 조개탕, [고래주방] 동글동글 모양 떡볶이, [치즈룸x테이스팅룸] 트러플 치즈 파케리 파스타 & 전복 솥밥 리조또 (택 1)",,,,,,7월,,,,
추천,2인에서 무엇이 좋을까?,"요즘 2인에서 많이 찾는 메뉴는 ‘[윤서울] 인기 들기름면 3종 (택1)’, ‘[푸디버디] 부드러운 유기농 차조밥 3입’, ‘[킨더가든] 우리아이 채소달걀찜’입니다.",,,,2인,,,,"[윤서울] 인기 들기름면 3종 (택1), [푸디버디] 부드러운 유기농 차조밥 3입, [킨더가든] 우리아이 채소달걀찜",,,,,,,,,,
추천,7월에서 잘 팔리는 상품은?,"7월에서 요즘 자주 찾는 메뉴는 ‘[하림] 안동식 찜닭 밀키트’, ‘[고메] 포테이토치즈 핫도그 400g(100gX4개입)’, ‘[프레시지] 최현석의 가니쉬 스테이크’입니다.",,,,,7월,,,"[하림] 안동식 찜닭 밀키트, [고메] 포테이토치즈 핫도그 400g(100gX4개입), [프레시지] 최현석의 가니쉬 스테이크",,,,,,7월,,,,
추천,전남에서 무엇이 좋을까?,"전남에서 추천드릴 만한 메뉴는 ‘[하린이네주꾸미] 왕주꾸미 볶음밥’, ‘[단백질제면소] 식단면 생파스타 2종 (택1)’, ‘[크라제] 봉골레 스파게티 (2개입)’예요.",,,전남,,,,,"[하린이네주꾸미] 왕주꾸미 볶음밥, [단백질제면소] 식단면 생파스타 2종 (택1), [크라제] 봉골레 스파게티 (2개입)",,,,전남,,,,,,
추천,대구에서 인기 있는 메뉴는?,"대구에서 인기 TOP3 메뉴로 ‘[은하수] 한우대창덮밥’, ‘[하코야] 히모카와 납작우동 (2인분)’, ‘[그리팅키즈] 치킨 망고 카레 소스’를 추천합니다.",,,대구,,,,,"[은하수] 한우대창덮밥, [하코야] 히모카와 납작우동 (2인분), [그리팅키즈] 치킨 망고 카레 소스",,,,대구,,,,,,
추천,세종에서 잘 팔리는 상품은?,"세종에서는 ‘[풀무원] 평양왕만두 1.4kg’, ‘[그리팅] 땅콩레드 닭강정 200g’, ‘[비비고] 납작교자 3종 315gx2개입’가 만족도가 높아요.",,,세종,,,,,"[풀무원] 평양왕만두 1.4kg, [그리팅] 땅콩레드 닭강정 200g, [비비고] 납작교자 3종 315gx2개입",,,,세종,,,,,,
추천,건강에서 추천해줘,"이용자의 베스트셀러 메뉴는 ‘[하코야] 하카타 차슈 돈코츠라멘 (2인분)’, ‘[고트델리] 애플 베이컨 샌드위치’, ‘[그릭데이] 넛티놀라 150g’입니다.",,,,,,,,"[하코야] 하카타 차슈 돈코츠라멘 (2인분), [고트델리] 애플 베이컨 샌드위치, [그릭데이] 넛티놀라 150g",,,,,,,,,,
추천,충청권에서 잘 팔리는 상품은?,"충청권에서 인기 TOP3 메뉴로 ‘[한반] 이북식 만두전골’, ‘[샐러드판다] 스프레드 샐러드 3종’, ‘[포스트] 컵시리얼 3종 골라담기 (택3)’를 추천합니다.",,,,,,,,"[한반] 이북식 만두전골, [샐러드판다] 스프레드 샐러드 3종, [포스트] 컵시리얼 3종 골라담기 (택3)",,,,,,,,,,
추천,남성에서 추천해줘,"‘[도제] 밤 크림 산도’, ‘[애슐리] 콰트로 햄치즈 부대찌개’, ‘[라이스웰] 황동판에 구운 찹쌀누룽지’ 메뉴가 남성에서 많은 사랑을 받고 있어요.",,남성,,,,,,"[도제] 밤 크림 산도, [애슐리] 콰트로 햄치즈 부대찌개, [라이스웰] 황동판에 구운 찹쌀누룽지",,,남성,,,,,,,
트렌드,30대 특징이 있나요?,30대에서는 외식 대신 집에서 간편하게 즐길 수 있는 상품들이 큰 인기를 끌고 있습니다.,30대,,,,,,,,,30대,,,,,,,,
트렌드,3인 소비 트렌드는?,3인에서는 가격대와 양을 모두 고려한 실속 메뉴에 대한 선호가 두드러집니다.,,,,3인,,,,,,,,,3인,,,,,
추천,5인 이상에서 무엇이 좋을까?,"5인 이상에서 인기있는 메뉴로 ‘[진실된손맛] 우렁이 옛날 된장찌개’, ‘[추천레시피] 오버나이트 오트밀 재료 3종 (택1)’, ‘[왕십리 악어떡볶이] 쌀떡볶이’를 추천드려요.",,,,5인 이상,,,,"[진실된손맛] 우렁이 옛날 된장찌개, [추천레시피] 오버나이트 오트밀 재료 3종 (택1), [왕십리 악어떡볶이] 쌀떡볶이",,,,,5인 이상,,,,,
추천,수도권에서 무엇이 좋을까?,"수도권에서 ‘[햇반] 라이스플랜 파로통곡물밥 190g*4입’, ‘[포스트] 통보리 그래놀라 500g’, ‘[면사랑] 까르보나라 크림우동 용기면 360g*3개입’ 메뉴가 특히 인기가 많아요.",,,,,,,,"[햇반] 라이스플랜 파로통곡물밥 190g*4입, [포스트] 통보리 그래놀라 500g, [면사랑] 까르보나라 크림우동 용기면 360g*3개입",,,,,,,,,,
추천,서울에서 무엇이 좋을까?,"서울에서는 ‘[부침명장] 프리미엄 해물파전 300g’, ‘[조선호텔] 새우볶음밥 420g’, ‘[하린이네주꾸미] 왕주꾸미 볶음밥’가 꾸준히 인기예요.",,,서울,,,,,"[부침명장] 프리미엄 해물파전 300g, [조선호텔] 새우볶음밥 420g, [하린이네주꾸미] 왕주꾸미 볶음밥",,,,서울,,,,,,
추천,2인에서 인기 있는 메뉴는?,"2인에서는 최근 ‘[광화문 미진] 메밀 고기 손만두’, ‘[탄단지] 닭가슴살 만두 2종 (4개입)’, ‘[고래사] 어묵면우동’가 인기 급상승 중입니다.",,,,2인,,,,"[광화문 미진] 메밀 고기 손만두, [탄단지] 닭가슴살 만두 2종 (4개입), [고래사] 어묵면우동",,,,,,,,,,
추천,5월에서 인기 있는 메뉴는?,"5월 고객님들께 ‘[최현석의 쵸이닷] 가리비 토마토 파스타’, ‘[최현석의 쵸이닷] 연어 스테이크 with 유자크림 소스’, ‘[올반] 상해식 샤오롱바오 1,12kg’를 추천합니다.",,,,,5월,,,"[최현석의 쵸이닷] 가리비 토마토 파스타, [최현석의 쵸이닷] 연어 스테이크 with 유자크림 소스, [올반] 상해식 샤오롱바오 1,12kg",,,,,,5월,,,,
