리뷰,리뷰길이,예측평점
저는 에어프라이에 말고 그냥 후라이팬에 튀겨 먹었는데 고기가 조금 더 두꺼웠으면 하는 통등심이라는 단어가 조금 부족했지만 그래도 잘 먹었습니다,79,4
기름이 너무 많았어요 지금까지 먹은것중 제일 많음 재구매할것 같진않아요,39,2
맛있고 튀겨져 있어 편해요,14,5
아이주려고 구매했어요 역시나 너무 잘먹네요,23,5
만들기 편하고 맛있어요,12,5
맛있게 잘 먹었습니다 만족합니다,17,5
에프에 돌리니 바삭하고 냄새도 안나고 맛있어요,25,5
간편하고 존맛탱입니당,11,5
맛있어서 재재재재구매에용,13,5
두툼하고 에어후라이돌리면 제대로 맛이 납니다,24,5
맛있어요 돈가스는 이것만 사요,16,5
처음 주문해봣는데 에프라서 편할거 같고 먹어보고 맛나믄 재주문할께요,37,5
바삭바삭 완전 맛있어용 꽝꽝 얼린상태에서는 에어프라익 200도 예열 10분정도 하고 25분은 돌려야 할 것 같아용,63,5
너무 맛있어서 재구매할 예정,15,5
기름을 입히고 에어프라이어 돌리니 완전 바삭한 돈까스가 되네요 맛있어요,39,5
두툼한게 맛잇어요,9,5
아직 안먹어봤는데 맛있다는 후기보고 구매했어요 자취생이지만 집밥을 잘 안먹는데 냉동이라 오래보관할수있어서 좋아용,62,5
돈까스 실하네요 두께도 적당하고요,18,4
굳이 에어프라이기안해도 잘익고맛나요,19,5
돈까스 후기가 좋아허 구매했어요,17,5
처음 시켜 봤는데 괜찮아요,14,4
간도 딱맞고 튀김옷두 분리되지 않고 고기도 적당하고 너무 좋아요 아이들도 잘먹네요 재구매각입니다,53,5
좋아요 간단하게 먹기,11,4
벌써 두번째 가격에비해 퀄리티좋고 맛있어요,23,5
처음구매 시식전이지만 나름괜찮은상품입니다,22,4
에어프라이어에 돌려 먹으니까 너무 맛있어요,23,5
맛있어요 배송빠르고좋아요,13,5
사서 가족드림 하나씩 좋아요,15,5
육질이 엄청 좋아요 간단히 에프에 돌려서 먹었더니 맛좋아요,32,5
에어프라이에 돈까스 해먹었어요 바삭하고 누린내안나서 좋아요,32,5
맛있어여 재구매합니다,11,5
요거 가격도 좋고 맛도 좋아요 아이들 한끼 식사로도 반찬으로 좋아요,37,5
뜯고보니 세개정도 먹고나서 남은것 보관하기가 난감해서 위에 덮어놨네요 맛은 매우 좋습니다,49,4
맛나서 재구매예요 밀맛이 안나고 고기맛도 좋아요,26,5
아빠가 맛있다고 해서 계속 구매 중이에요,22,5
원래는 컬리 돈까스 두개들어있는거 먹다가 이게 가성비 좋아보여 샀는데 저한텐 좀 별로네요 튀김옷이 바삭한거 같으면서도 눅눅하고 밀가루맛이 좀 많이 나요 두개짜리가 훨씬 나아요,97,2
그 제대로 안보고 안심돈까스 같은거 생각하고 샀더니 실망했는데 먹다보니 괜찮은거 같기도,48,4
후라이팬에 하니 살짝 느끼해요,16,4
총 5개 들어있는데 크기도 크네요 에프에 하니 맛이 좋아요 조금 먹다보니 물리긴해용,46,4
살도많코 바삭바삭해서 애들이 안느끼하다하네요,24,4
아직먹기전인데 한번튀겨져나온거라 편해보여샀어요,25,5
냉동실에 늘 구비해두고 있어요,16,5
지금 있는거 다 먹으면 또 살거예요 아이들도 돌려먹는 것들 중에선 제일 낫다네요,44,5
최근에 산 돈까스 중에 에어프라이어로 돌렸을때 가장 맛있었던 돈까스였습니다,41,5
간편해서 비상식량으로 든든해요,16,5
생돈까스 맛과는 좀 다르고 휴게소 돈까스 맛이랑 비슷해요,31,3
에어프라이어에 바삭하게 구워서 잘먹었어요 재구매 의사 있어요,33,5
만족스럽습니다 재구매입니다,14,5
동까스 김치 나베 굿,11,2
아이들 등심돈까스 해줬어요,14,5
이거 가격도 좋고 맛도 괜찮네요 아이가 맛있다고 잘 먹었습니다,34,5
만족해요 맛있었어요 에어에 돌리면 기름은 좀 많이 나와요,31,4
지난번에 맛있게 먹어서 더 샀어요,18,5
마켓컬리에서 산 돈까스중에 저는 제일 괜찮았어요,26,4
먹기 편하고 맛있어서 재구매 했어요,19,5
돈까스 맛이 기대돼요,11,4
에어프라이어에 돌리니 정말 바삭하고 맛있어요 돈가스 김밥만들어 먹으니 맛있네요,43,5
기대많이 안했는데 맛있어요 발뮤다에 대충 넣어돌렸는더도 괜찮아요,35,4
맛있어요 잡내도없고,10,5
가격대비 괜찮아요,9,4
에어프라이용 치고 맛있는편입니다,17,5
가성비 좋네요 항상 주문하는 다른 돈까스 있었는데 그것보단 이게 양도 많고 괜찮은거 같아요,50,5
언제나 맛있는 365시리즈 좋아합니다,20,5
가성비 좋네요 맛도 있어요 바삭,17,5
통등심이 아니라 갈은고기임 상품이름에 낚임 할인을 할게 아니라 이름을 바꿔야함,43,2
후기가 많고 좋아서 구매했는데 역시 맛있네요 고기도 두툼하고 에어프라이어용으로 간편하고 좋아요,52,5
아직 사용전 후기가 좋아서 기대합니다,20,4
가격대비 요게 좋아요 세일도 자주하는데 품절도 자주되서 있으면 늘 쟁임,39,5
등심이 실해서 자주 시켜 먹고있어요,19,5
요즘 최애 반찬입니다 도시락반찬용으로도 식사 한까로도 좋아요 양이 많아요,40,5
마시써요 바사해요 그읏,12,4
진짜 튼실하니 좋네요 맛있어요,16,5
좋아요좋네요좋아요좋네요,12,5
저렴하게 구매했슴니다,11,5
오 이거 생각보다 맛있습니다 재 구매 해야 할 것 같은 제품 중 하나,38,5
기름이 좀 많은 느낌인데 간이 쎄가지고 맛있네요 재구매 의사 있아요,37,5
가성비 좋고 맛잇어요 간단하게 먹기 좋아용,23,5
냉동 쟁여놓으니 든든,11,5
여러번 시켜 먹고있는데 에어프라이어에 조리해서 먹을때마다 돈까스가 바싹하게 너무 맛있어요,49,5
에어프라이기에 간편하게 데울수 있고 맛있는 편에 가성비 좋은것 같아요,38,5
맛있어요 막막 맛있지는 않은데 가격대비 나쁘지않은 정도,30,4
에어프라어에 구웠는데 기름이 많네요느끼해요,23,4
바삭하고 맛 좋아요,10,5
처음 구입했는데 가성비 좋네요 역시 돈까스는 냉동실에 쟁여놔야 마음이 편해요,42,5
냉장고에 쟁여두려고 샀어요,14,5
바삭하니 맛있네요,9,5
아직 먹기전이지만 맛있기를 기대합니다,20,5
에프에 돌렸는데 20분 넘게 돌렸어도 안익었더라구요 반조리 식품이라 겉은 저렇게 익었는데 속이 안익으면 어떻게 익힐 수 있는지 저의 기술이 부족한가봐요 고객센터에서는 그럴 수도 있는거다 라고 하셨는데 같은시간내에 다른건 다 익었으나 특별이 두께나 크기가 다르지 않은 제품 하나가 저정도로 안익었다면 문제이지 않은가 싶습니다,180,2
손바닥만한 두툼한 돈까스 다섯장 들었어요 오븐에 구워서 먹으면 아주 먹을만 합니다,45,4
한끼 잘 해결했습니더,11,5
간편하게 조리할수있어서 좋아요,16,5
재구매 의사 있습니다 맛있어요,16,5
에프에 돌려먹기 간편하고 바삭하고 맛있어요,23,5
애프용이라 구입 간편하고 맛괜찮아요,19,4
계속 재구매중입니다 간단하게 에어프라이어에 돌려서 먹을 수 있어 좋아요,39,5
가성비좋아요 맛도 괜찮,12,4
맛있기는 한데 재구매 할것같지는 않아요,21,3
살코기 부드럽고 두툼해요,13,4
생각보다 괜찮아요 다음에도 재구매 할듯,21,4
양도 많고 맛잇어영 두툼,13,5
급해서 전자렌지에 데워서 먹었지만 다음엔 에어프라이어로 해서 먹어야겠어요 맛있게 잘 먹었습니다,52,5
에어프라이기에 돌렸는데 속이 미끄런식감이 있어 프라이팬에 기름두르고 약불로 튀겼는데 식감이 훨씬좋네요 맛은 좋아요,63,4
저번에 구매하고 맛있어서 재구매합니다,20,5
편하게 에어프라이어이용해서 아이랑 잘먹었어요,24,5
처음 구매합니다 맛있었으면 해요,17,5
냄새 안나고 바삭바삭,11,2
반찬없을 때 후다닥,10,5
에어프라이기로 해 먹으니 너무 맛있습니다 또 주문하러구요,31,5
후기도 좋아보이고 세일해서 첫구매,18,5
괜찮네요얇아요간편해요,11,4
간단하게 아이들 먹이기에 좋아요,17,5
기대하고 샀는데 솔직히 별루에요 고기맛이 별루안남,27,2
완전 맛있어서 재구매합니다,14,5
늘 먹는거라 믿고 주문해요정말 맛있어요8개짜리가 품절이라 이거라도 주문했어요,42,5
돈까스 너무 맛있어요 에프에 7분 뒤집어 6분 돌리니 딱 좋네요 다 먹으면 재주문할 예정입니다,52,5
간단하게 집에서 바삭하고 맛있게 먹었습니다 두툼합니다,29,5
만족스럽지는 않지만 간편하게 먹기에 좋아요,23,4
맛있었어요 품질이 좋아용,13,5
여태 컬리 돈까스중 최고,13,4
굳 바삭바삭 두툼두툼 맛있어요,16,5
에어프라이어용이라고해서 구입했더니 진짜 기름에 튀기지 않아도 맛있어요다 먹고 재구매해야겠어요,51,5
생각보다 맛있고 간편해서 재주문요,18,5
점점 편한걸 찾네요 기름 튀기지 않아 편해요,24,5
에어프라이어에 돌려서 먹고있는데 아이들한테 칭찬 많이 받았습니다 잡내 하나도 없고 적당한 바삭함에 저는 또 구매하려고 들어왔네요 강추입니다,77,5
후기가 좋아 기대하고 있어요,15,4
재구매 재구매,7,5
다른 컬리제품 돈까스보다 맛은 떨어져요 그냥 아이들 반찬 편하게 줄때나 급하게 반찬 필요할땐 하나씩 꺼내먹을만한데 그냥 평소 식사라면 컬리 다른 돈까스 먹는게 식감이나 맛이 훨씬 나은것 같아요,107,4
에어프라이어에 바삭하게 구워서 맛있어요,21,5
돈가스를 좋아해서 후기보고 주문했어요,20,4
가성비가 좋음 하나는 부족하고 두 개는 양이 많아요,28,4
크기도 크고 맛있어요,11,5
에어후라이어에 돌려먹으면 파는거랑 똑같아요,23,4
결이 있는 고기인데 맛잇습니다,16,5
급할 때 한끼해결합니다,12,5
질도 좋고 맛도 좋아요 재입고 떠서 또 구매해요,26,5
아직 시식전이지만 믿고 구매합니다,18,5
후기가 넘 좋아서 사봄요,13,5
우왕 이거 물건이네요 배달 돈까스랑 똑같아요,24,4
재구매입니다 지난번 먹고 넘 맛있어서 주문했어요,26,5
오우 맛있어요 도톰하고 양도 적당하고 가격도 좋아요,28,5
소스가 없어서 아쉬웠지만 제퓸은 맛있어요,22,5
후기 좋아 사봤는데 맛있어서 재구매해요,21,5
에어프라이기에 돌려먹으니까 참 편하고 좋네요,24,5
두번째구매인데 고기도 두툼하고 에어프라이어에 돌리기만하면되니 편하고 좋아요,41,5
에어프라이어에 돌려 먹으면 바삭하니 맛있어요,24,5
다짐육아니고 통증심이에요 마싯지만 뜨거울때 자르면 튀김옷이 분리되요 한김 식히고 자르면 될듯해용,53,4
상품 잘 받았습니다 좋습니다,15,5
아직 안먹봤는데 기대중이예요,15,5
겉은 바삭하긴 한데 전체적인 느낌은 그냥 그랬어요,27,2
에프용이라 편해요,9,4
저번에 제주돼지 돈까스 구매해서 먹어보고 이번에 5개들어 있는 365제품 구매해서 먹어요 애들이 방학이 오면서 반찬용 오후10시에 주문했는데 새벽6시되기전 배송 완료 눈도길도 미끄러운데 배송도 빠르네요,112,5
평이괜차나서먹어보려구요,12,4
무난하니 먹을만해요 추천,13,4
와 진짜 너무 맛있어요 역대 시켜본 돈까스중에 제일 맛있어요 원래는 치즈돈까스 종류를 좋아하는데 등심 돈까스를 먹고 이렇게 맛있다고 느껴본적이 없네요 최고입니다,89,5
좋아요좋아요좋아요좋아요좋아요,15,5
맛있습니당 재구매할거예요,13,5
두퉁하니 좋아요,8,5
간편하게 먹을 수 있어 넘 조아용,18,5
생돈까스만 사다가이번엔 에프용으로,18,3
정말 에어프라이용으로 딱입니다 밖에서 사 먹을 필요없이 아주 맛나고 좋아요 소스는 오뚜기 경향식 돈까스 소스 추천합니다,66,5
남자들 끼리 에어프라이어에 뚝딱 잘 해먹고 맛있다고 고소하니,33,5
애어프라이어에 돌리면 맛있네요,16,5
떡볶이에 돈까스 넣어서 같이먹었어요 생각보다 통통하고 맛있어요,34,5
가격대비 좋은 등심 고기 두툼하고 맛있네요,23,4
에플 전용이라 구매했는데 조리전인데 딱봐도 맛냐브이네요,30,4
오 속은 부드럽고 두꺼우며 겉바속초 간단해서 넘 좋아요호호호호호,35,5
돈까스 땡길때를 대비해 구비합니다,18,5
간편하고 맛있어요,9,5
365 통등심 돈까스 믿고 구매합니다,20,5
가성비 굿이에요,8,5
양이 많아서 일단 든든하고 좋네요,18,5
늘 먹는거라 요번엔 5개 짜리루 보통 에프 조리 가능한 돈까스 5개에 1만원 넘는데 세일할 때 사면 안쪽 가격이라 넘 좋아요 늘 말하지만 고기도 넘 부드럽구여,88,5
양도 많고 재구매 의향 있음,15,5
냄새도 안 나고 맛있어요 가격도 저렴하고 맛있네요,27,5
나쁘진않지만 다른 후기들처럼 고기와 튀김의 중간이 식감이 좀 별로에요 약간 눅눅한 느낌이에요 그게 좀 아쉽지만 가격대비 괜찮습니다,72,3
냄새없고 좋아요 후기 보고 구매했어요,20,5
유통기한이 23년 9월까지라 엄청 넉넉해요 에프용이라 그런지 에프에 기름안뿌리고 구워먹어도 맛있어요,55,5
가성비 좋고 맛도 좋아요 에프돌려먹으니까 바삭하고 맛있어요,32,5
간편하고 바삭하니 맛나용,13,5
에어후라이기에 돌리니 바삭하고 맛있어요,21,5
겉포장에 웬 양념소스가 돈까스는 밀봉된 상태였고 같이 냉동포장된 제품도 밀봉되어진 상태라 음식 자체 문제는 아니라 판단 시급하게 써야해서 따로 반품이나 교환처리하지 않았습니다 그러나 제품 포장상태는 심히 실망스럽고 불쾌하네요 신경쓰셔야겠습니다,135,2
맛있게 잘 먹었어요,10,5
아직 개봉전입니다 사이즈가 생각보다 큼직하네요,25,4
후기 좋아 구입해봤어요 뒤로 가니 크기가 좀 작고 좀 얇긴하네요,35,4
맛있어서 또 샀어요,10,5
통등심 돈까스 맛있어요 좋아요,16,5
등심돈가스라 고기가 연하고 맛있어요,19,5
거참 술안주로 간편하구 제격일세,17,5
가성비 좋아보여서 구매했는데 엄청 맛있진 않아요 에프에 돌렸는데 조금 눅눅해요,43,3
재구매템이에요 하나있음 든든,15,5
재여두기아주좋아요 짱맛있습니다,16,5
후기좋아서사봤어요맛있겠죠,13,5
가격도 저렴하고 맛도 괜찮아요,16,4
오 생각보다 너무 괜찮았어요 다 익힌건줄알았는데 에프 돌리고 잘라보니 덜익었더라고요 충분히 돌려야해요 비상식량으로 당첨입니다,69,4
